,County,Year,Metro,State,Avg_Annual_Rent,Med_Annual_Income,County_Population,Rent_Income,Percent_AnnualRent_Change,Percent_Pop_Change,Percent_AnnualIncome_Change
1841,"Montgomery County, Maryland",2013,"Washington, Maryland",Maryland,35277.09375,98326,1016677,0.358776862,NA,NA,NA
1842,"Montgomery County, Maryland",2014,"Washington, Maryland",Maryland,35560.78125,97765,1030447,0.363737342,0.008041691,0.013544125,-0.00570551
1843,"Montgomery County, Maryland",2015,"Washington, Maryland",Maryland,36378.8125,98917,1040116,0.367771086,0.023003748,0.009383306,0.011783358
1844,"Montgomery County, Maryland",2016,"Washington, Maryland",Maryland,36115.5625,99763,1043863,0.362013597,-0.007236355,0.003602483,0.008552625
1845,"Montgomery County, Ohio",2013,"Dayton, Ohio",Ohio,11326.26087,42776,535846,0.264780738,NA,NA,NA
1846,"Montgomery County, Ohio",2014,"Dayton, Ohio",Ohio,11529.30435,42644,533116,0.2703617,0.017926788,-0.005094747,-0.003085843
1847,"Montgomery County, Ohio",2015,"Dayton, Ohio",Ohio,11806.13043,46561,532258,0.253562648,0.02401065,-0.001609406,0.091853485
1848,"Montgomery County, Ohio",2016,"Dayton, Ohio",Ohio,12169.91304,46936,531239,0.259287392,0.030813026,-0.001914485,0.008053951
1849,"Montgomery County, Pennsylvania",2013,"Philadelphia, Pennsylvania",Pennsylvania,20993.65385,76919,812376,0.272931965,NA,NA,NA
1850,"Montgomery County, Pennsylvania",2014,"Philadelphia, Pennsylvania",Pennsylvania,21500.75641,79495,816857,0.270466777,0.024155041,0.005515919,0.033489775
1851,"Montgomery County, Pennsylvania",2015,"Philadelphia, Pennsylvania",Pennsylvania,21909.97436,83254,819264,0.26317023,0.019032723,0.00294666,0.047285993
1852,"Montgomery County, Pennsylvania",2016,"Philadelphia, Pennsylvania",Pennsylvania,22216.79487,84113,821725,0.264130335,0.014003691,0.003003916,0.010317823
1853,"Montgomery County, Tennessee",2013,"Clarksville, Tennessee",Tennessee,11943.83333,51017,184119,0.234114772,NA,NA,NA
1854,"Montgomery County, Tennessee",2014,"Clarksville, Tennessee",Tennessee,12013.33333,50941,189961,0.235828377,0.005818902,0.031729479,-0.0014897
1855,"Montgomery County, Tennessee",2015,"Clarksville, Tennessee",Tennessee,12284,48659,193479,0.252450729,0.022530522,0.018519591,-0.044796922
1856,"Montgomery County, Tennessee",2016,"Clarksville, Tennessee",Tennessee,12235,56112,195734,0.218046051,-0.003988929,0.011655012,0.153167965
1857,"Montgomery County, Texas",2013,"Houston, Texas",Texas,18403.25,68428,499137,0.268943269,NA,NA,NA
1858,"Montgomery County, Texas",2014,"Houston, Texas",Texas,19375.5,70243,518947,0.275835315,0.052830342,0.039688502,0.02652423
1859,"Montgomery County, Texas",2015,"Houston, Texas",Texas,20131.41667,71577,537559,0.281255385,0.039014047,0.035864934,0.018991216
1860,"Montgomery County, Texas",2016,"Houston, Texas",Texas,19909.16667,71123,556203,0.279925856,-0.011039958,0.034682705,-0.00634282
1861,"Montgomery County, Virginia",2013,"Blacksburg, Virginia",Virginia,14814.2,45679,96207,0.324310953,NA,NA,NA
1862,"Montgomery County, Virginia",2014,"Blacksburg, Virginia",Virginia,14102.4,42052,97244,0.335356226,-0.048048494,0.010778841,-0.079401913
1863,"Montgomery County, Virginia",2015,"Blacksburg, Virginia",Virginia,15004.6,52151,97653,0.287714521,0.063974926,0.004205915,0.240155046
1864,"Montgomery County, Virginia",2016,"Blacksburg, Virginia",Virginia,14895.4,55706,98602,0.267393099,-0.007277768,0.009718083,0.068167437
1865,"Moore County, North Carolina",2013,"Pinehurst-Southern Pines, North Carolina",North Carolina,14522.33333,49959,91587,0.290685028,NA,NA,NA
1866,"Moore County, North Carolina",2014,"Pinehurst-Southern Pines, North Carolina",North Carolina,15257.33333,51328,93077,0.297251663,0.050611702,0.016268684,0.02740247
1867,"Moore County, North Carolina",2015,"Pinehurst-Southern Pines, North Carolina",North Carolina,14733.33333,51547,94352,0.285823294,-0.034344141,0.013698336,0.004266677
1868,"Moore County, North Carolina",2016,"Pinehurst-Southern Pines, North Carolina",North Carolina,14825.33333,52279,95776,0.283581043,0.006244344,0.01509242,0.014200632
1869,"Morgan County, Alabama",2013,"Decatur, Alabama",Alabama,11219.25,43169,119787,0.259891357,NA,NA,NA
1870,"Morgan County, Alabama",2014,"Decatur, Alabama",Alabama,11498.125,44708,119607,0.257182719,0.024856831,-0.001502667,0.035650583
1871,"Morgan County, Alabama",2015,"Decatur, Alabama",Alabama,10875,47229,119565,0.230261068,-0.054193619,-0.00035115,0.056388118
1872,"Morgan County, Alabama",2016,"Decatur, Alabama",Alabama,10443.75,44378,119012,0.235336203,-0.039655172,-0.004625099,-0.060365453
1873,"Morgan County, Indiana",2013,"Indianapolis, Indiana",Indiana,11031,56664,69782,0.194673867,NA,NA,NA
1874,"Morgan County, Indiana",2014,"Indianapolis, Indiana",Indiana,12124.5,52891,69693,0.229235598,0.099129725,-0.001275401,-0.066585486
1875,"Morgan County, Indiana",2015,"Indianapolis, Indiana",Indiana,12365.25,58755,69648,0.210454429,0.019856489,-0.000645689,0.110869524
1876,"Morgan County, Indiana",2016,"Indianapolis, Indiana",Indiana,12359.25,60530,69698,0.204183876,-0.000485231,0.000717896,0.030210195
1877,"Morris County, New Jersey",2013,"New York, New Jersey",New Jersey,30810.07895,100176,499397,0.307559485,NA,NA,NA
1878,"Morris County, New Jersey",2014,"New York, New Jersey",New Jersey,31612.94737,100579,499727,0.314309621,0.026058629,0.000660797,0.00402292
1879,"Morris County, New Jersey",2015,"New York, New Jersey",New Jersey,31812.13158,101661,499509,0.312923654,0.006300716,-0.000436238,0.010757713
1880,"Morris County, New Jersey",2016,"New York, New Jersey",New Jersey,32914.05263,106985,498423,0.307651097,0.034638391,-0.002174135,0.052370132
1881,"Multnomah County, Oregon",2013,"Portland, Oregon",Oregon,15890.8,54024,766135,0.294143344,NA,NA,NA
1882,"Multnomah County, Oregon",2014,"Portland, Oregon",Oregon,16516,53660,776712,0.307789788,0.03934352,0.013805661,-0.006737746
1883,"Multnomah County, Oregon",2015,"Portland, Oregon",Oregon,18607.8,59231,790294,0.314156438,0.126652943,0.017486533,0.10382035
1884,"Multnomah County, Oregon",2016,"Portland, Oregon",Oregon,20058.6,62629,799766,0.320276549,0.077967304,0.011985413,0.057368608
1885,"Muscogee County, Georgia",2013,"Columbus, Georgia",Georgia,14232.5,40499,202824,0.35142843,NA,NA,NA
1886,"Muscogee County, Georgia",2014,"Columbus, Georgia",Georgia,13970,42176,200887,0.331231032,-0.018443703,-0.009550152,0.04140843
1887,"Muscogee County, Georgia",2015,"Columbus, Georgia",Georgia,14246,41859,200579,0.340333023,0.019756621,-0.0015332,-0.007516123
1888,"Muscogee County, Georgia",2016,"Columbus, Georgia",Georgia,13950.5,40060,197485,0.34824014,-0.020742665,-0.015425344,-0.042977615
1889,"Muskegon County, Michigan",2013,"Muskegon, Michigan",Michigan,8588.8,41630,171008,0.206312755,NA,NA,NA
1890,"Muskegon County, Michigan",2014,"Muskegon, Michigan",Michigan,9096.4,42600,172344,0.213530516,0.059100224,0.0078125,0.023300504
1891,"Muskegon County, Michigan",2015,"Muskegon, Michigan",Michigan,9696.7,47453,172790,0.204343245,0.06599314,0.002587848,0.113920188
1892,"Muskegon County, Michigan",2016,"Muskegon, Michigan",Michigan,10009.8,44264,173408,0.226138623,0.032289336,0.003576596,-0.067203338
1893,"Muskingum County, Ohio",2013,"Zanesville, Ohio",Ohio,10364.9,39212,85231,0.264329797,NA,NA,NA
1894,"Muskingum County, Ohio",2014,"Zanesville, Ohio",Ohio,11084.6,41230,85818,0.268847926,0.06943627,0.006887165,0.051463838
1895,"Muskingum County, Ohio",2015,"Zanesville, Ohio",Ohio,10962.7,42815,86290,0.256048114,-0.010997239,0.005500012,0.038442881
1896,"Muskingum County, Ohio",2016,"Zanesville, Ohio",Ohio,10346,43422,86068,0.238266317,-0.05625439,-0.00257272,0.014177274
1897,"Muskogee County, Oklahoma",2013,"Muskogee, Oklahoma",Oklahoma,8869.571429,39130,70303,0.226669344,NA,NA,NA
1898,"Muskogee County, Oklahoma",2014,"Muskogee, Oklahoma",Oklahoma,9199.142857,42756,69966,0.215154431,0.037157537,-0.004793537,0.092665474
1899,"Muskogee County, Oklahoma",2015,"Muskogee, Oklahoma",Oklahoma,9292.428571,41016,69699,0.226556187,0.010140696,-0.003816139,-0.040696043
1900,"Muskogee County, Oklahoma",2016,"Muskogee, Oklahoma",Oklahoma,9498.714286,40860,69477,0.232469757,0.022199333,-0.003185125,-0.003803394
1901,"Napa County, California",2013,"Napa, California",California,26250.5,70914,140326,0.370173732,NA,NA,NA
1902,"Napa County, California",2014,"Napa, California",California,28241,74123,141667,0.381001848,0.075827127,0.009556319,0.045251995
1903,"Napa County, California",2015,"Napa, California",California,31533,75513,142456,0.417583727,0.11656811,0.005569399,0.018752614
1904,"Napa County, California",2016,"Napa, California",California,33997.5,75077,142166,0.452835089,0.078156217,-0.002035716,-0.00577384
1905,"Nash County, North Carolina",2013,"Rocky Mount, North Carolina",North Carolina,9290.75,40057,95093,0.231938238,NA,NA,NA
1906,"Nash County, North Carolina",2014,"Rocky Mount, North Carolina",North Carolina,9871.25,43209,94357,0.228453563,0.0624815,-0.007739792,0.07868787
1907,"Nash County, North Carolina",2015,"Rocky Mount, North Carolina",North Carolina,9947.5,42718,93919,0.232864366,0.007724452,-0.004641945,-0.011363373
1908,"Nash County, North Carolina",2016,"Rocky Mount, North Carolina",North Carolina,11151.25,47902,94005,0.232792994,0.121010304,0.000915683,0.121353996
1909,"Nassau County, Florida",2013,"Jacksonville, Florida",Florida,15419.25,54330,75710,0.283807289,NA,NA,NA
1910,"Nassau County, Florida",2014,"Jacksonville, Florida",Florida,15506,52249,76619,0.29677123,0.005626084,0.01200634,-0.038302963
1911,"Nassau County, Florida",2015,"Jacksonville, Florida",Florida,16102.5,52005,78444,0.309633689,0.03846898,0.023819157,-0.004669946
1912,"Nassau County, Florida",2016,"Jacksonville, Florida",Florida,16665,71515,80622,0.233028036,0.034932464,0.02776503,0.375156235
1913,"Nassau County, New York",2013,"New York, New York",New York,39007.83133,96193,1352146,0.40551632,NA,NA,NA
1914,"Nassau County, New York",2014,"New York, New York",New York,38487.59036,99035,1358627,0.388626146,-0.013336834,0.004793121,0.029544769
1915,"Nassau County, New York",2015,"New York, New York",New York,40771.6506,101830,1361350,0.40038938,0.059345369,0.002004229,0.028222346
1916,"Nassau County, New York",2016,"New York, New York",New York,44726.15663,105870,1361500,0.422462989,0.096991561,0.000110185,0.039673966
1917,"Natrona County, Wyoming",2013,"Casper, Wyoming",Wyoming,15973.66667,58635,80973,0.272425457,NA,NA,NA
1918,"Natrona County, Wyoming",2014,"Casper, Wyoming",Wyoming,17405.66667,56392,81624,0.308654892,0.089647545,0.008039717,-0.038253603
1919,"Natrona County, Wyoming",2015,"Casper, Wyoming",Wyoming,17324.66667,52886,82178,0.32758512,-0.004653657,0.006787219,-0.062171939
1920,"Natrona County, Wyoming",2016,"Casper, Wyoming",Wyoming,16767.66667,59474,81039,0.281932721,-0.032150691,-0.013860157,0.124569829
1921,"Navajo County, Arizona",2013,"Show Low, Arizona",Arizona,12158.125,38400,107322,0.316617839,NA,NA,NA
1922,"Navajo County, Arizona",2014,"Show Low, Arizona",Arizona,12399.625,34600,108101,0.358370665,0.01986326,0.00725853,-0.098958333
1923,"Navajo County, Arizona",2015,"Show Low, Arizona",Arizona,12693.625,37833,108277,0.335517273,0.023710394,0.001628107,0.093439306
1924,"Navajo County, Arizona",2016,"Show Low, Arizona",Arizona,13152.375,36998,110026,0.35548881,0.036140188,0.016153015,-0.022070679
1925,"Nevada County, California",2013,"Truckee, California",California,18070.83333,54851,98200,0.329453125,NA,NA,NA
1926,"Nevada County, California",2014,"Truckee, California",California,18484,56917,98893,0.324753589,0.022863731,0.007057026,0.037665676
1927,"Nevada County, California",2015,"Truckee, California",California,19364.83333,54177,98877,0.357436428,0.047653827,-0.000161791,-0.048140274
1928,"Nevada County, California",2016,"Truckee, California",California,21067.5,59022,99107,0.356943174,0.087925707,0.002326122,0.089429094
1929,"New Castle County, Delaware",2013,"Philadelphia, Delaware",Delaware,16530.58333,63109,549684,0.261937019,NA,NA,NA
1930,"New Castle County, Delaware",2014,"Philadelphia, Delaware",Delaware,16922.5,64801,552778,0.261145661,0.023708581,0.005628688,0.026810756
1931,"New Castle County, Delaware",2015,"Philadelphia, Delaware",Delaware,17499.58333,66256,556779,0.264120734,0.034101541,0.007237987,0.022453357
1932,"New Castle County, Delaware",2016,"Philadelphia, Delaware",Delaware,17648.16667,67274,556987,0.26233265,0.008490678,0.000373577,0.015364646
1933,"New Hanover County, North Carolina",2013,"Wilmington, North Carolina",North Carolina,17910,48688,213267,0.367852448,NA,NA,NA
1934,"New Hanover County, North Carolina",2014,"Wilmington, North Carolina",North Carolina,18502.625,49982,216298,0.370185767,0.033089056,0.014212232,0.026577391
1935,"New Hanover County, North Carolina",2015,"Wilmington, North Carolina",North Carolina,19498.25,52685,220358,0.370091108,0.053809932,0.0187704,0.054079469
1936,"New Hanover County, North Carolina",2016,"Wilmington, North Carolina",North Carolina,20398.875,50028,223483,0.40774916,0.046190043,0.014181468,-0.050431812
1937,"New Haven County, Connecticut",2013,"New Haven, Connecticut",Connecticut,19611.26923,58571,862287,0.334828998,NA,NA,NA
1938,"New Haven County, Connecticut",2014,"New Haven, Connecticut",Connecticut,19886.15385,60391,861277,0.329290024,0.014016666,-0.001171304,0.031073398
1939,"New Haven County, Connecticut",2015,"New Haven, Connecticut",Connecticut,20706.69231,61760,859470,0.335276754,0.041261798,-0.002098047,0.022668941
1940,"New Haven County, Connecticut",2016,"New Haven, Connecticut",Connecticut,21252.07692,66176,856875,0.321144779,0.026338568,-0.003019303,0.071502591
1941,"New London County, Connecticut",2013,"New London, Connecticut",Connecticut,18589.32143,62883,274150,0.295617598,NA,NA,NA
1942,"New London County, Connecticut",2014,"New London, Connecticut",Connecticut,18732.07143,66148,273676,0.283184245,0.00767914,-0.00172898,0.051921823
1943,"New London County, Connecticut",2015,"New London, Connecticut",Connecticut,19259.32143,65764,271863,0.292855079,0.028146914,-0.006624622,-0.005805164
1944,"New London County, Connecticut",2016,"New London, Connecticut",Connecticut,19660.78571,70699,269801,0.278091426,0.020845194,-0.007584703,0.075041056
1945,"Newport County, Rhode Island",2013,"Providence, Rhode Island",Rhode Island,23031.66667,70299,82397,0.327624385,NA,NA,NA
1946,"Newport County, Rhode Island",2014,"Providence, Rhode Island",Rhode Island,23232,71799,82358,0.323569966,0.008698169,-0.000473318,0.02133743
1947,"Newport County, Rhode Island",2015,"Providence, Rhode Island",Rhode Island,24416.83333,66026,82423,0.369806339,0.051000057,0.000789237,-0.08040502
1948,"Newport County, Rhode Island",2016,"Providence, Rhode Island",Rhode Island,26179.33333,73596,82784,0.355716796,0.072183808,0.004379845,0.114651804
1949,"Newton County, Georgia",2013,"Atlanta, Georgia",Georgia,10996,54107,102446,0.203226939,NA,NA,NA
1950,"Newton County, Georgia",2014,"Atlanta, Georgia",Georgia,11112.33333,46790,103675,0.237493766,0.010579605,0.011996564,-0.13523204
1951,"Newton County, Georgia",2015,"Atlanta, Georgia",Georgia,11503.66667,50806,105473,0.226423388,0.035216126,0.017342657,0.085830306
1952,"Newton County, Georgia",2016,"Atlanta, Georgia",Georgia,11556,48628,106999,0.237640865,0.004549274,0.014468158,-0.042868952
1953,"Niagara County, New York",2013,"Buffalo, New York",New York,10609.875,46775,214249,0.2268279,NA,NA,NA
1954,"Niagara County, New York",2014,"Buffalo, New York",New York,10457.125,49700,213525,0.21040493,-0.014396965,-0.003379246,0.062533405
1955,"Niagara County, New York",2015,"Buffalo, New York",New York,11197.625,48160,212652,0.232508825,0.070812962,-0.004088514,-0.030985915
1956,"Niagara County, New York",2016,"Buffalo, New York",New York,11480.625,50233,211758,0.228547469,0.025273216,-0.004204052,0.04304402
1957,"Norfolk County, Massachusetts",2013,"Boston, Massachusetts",Massachusetts,27387.96429,84317,687802,0.32482138,NA,NA,NA
1958,"Norfolk County, Massachusetts",2014,"Boston, Massachusetts",Massachusetts,29279.75,90506,692254,0.323511701,0.069073615,0.006472793,0.073401568
1959,"Norfolk County, Massachusetts",2015,"Boston, Massachusetts",Massachusetts,30860.21429,94039,696023,0.328163999,0.053978066,0.005444533,0.039036086
1960,"Norfolk County, Massachusetts",2016,"Boston, Massachusetts",Massachusetts,31735.82143,92696,697181,0.342364519,0.028373333,0.001663738,-0.014281309
1961,"Northampton County, Pennsylvania",2013,"Allentown, Pennsylvania",Pennsylvania,16092.30303,60482,299791,0.26606764,NA,NA,NA
1962,"Northampton County, Pennsylvania",2014,"Allentown, Pennsylvania",Pennsylvania,16497.30303,61879,300654,0.266605844,0.025167311,0.002878672,0.023097781
1963,"Northampton County, Pennsylvania",2015,"Allentown, Pennsylvania",Pennsylvania,16762.57576,62436,300813,0.268476132,0.016079763,0.000528847,0.009001438
1964,"Northampton County, Pennsylvania",2016,"Allentown, Pennsylvania",Pennsylvania,17100.72727,66438,302294,0.25739377,0.020173004,0.004923324,0.064097636
1965,"Northumberland County, Pennsylvania",2013,"Sunbury, Pennsylvania",Pennsylvania,12384.31818,41011,94076,0.301975523,NA,NA,NA
1966,"Northumberland County, Pennsylvania",2014,"Sunbury, Pennsylvania",Pennsylvania,12181.27273,39778,93944,0.306231402,-0.016395368,-0.001403121,-0.030065104
1967,"Northumberland County, Pennsylvania",2015,"Sunbury, Pennsylvania",Pennsylvania,12451.13636,44989,93246,0.276759572,0.022153977,-0.007429958,0.131002061
1968,"Northumberland County, Pennsylvania",2016,"Sunbury, Pennsylvania",Pennsylvania,12520.59091,47736,92541,0.262288229,0.005578169,-0.007560646,0.06105937
1969,"Nueces County, Texas",2013,"Corpus Christi, Texas",Texas,15976,49338,352107,0.323807207,NA,NA,NA
1970,"Nueces County, Texas",2014,"Corpus Christi, Texas",Texas,16835.75,51817,356221,0.324907849,0.053815098,0.011683948,0.050245247
1971,"Nueces County, Texas",2015,"Corpus Christi, Texas",Texas,17697,50587,359715,0.349832961,0.051156022,0.009808518,-0.023737383
1972,"Nueces County, Texas",2016,"Corpus Christi, Texas",Texas,17189.5,54318,361350,0.316460474,-0.028677177,0.004545265,0.073754127
1973,"Oakland County, Michigan",2013,"Detroit, Michigan",Michigan,19292.72917,67202,1231640,0.28708564,NA,NA,NA
1974,"Oakland County, Michigan",2014,"Detroit, Michigan",Michigan,19980.41667,69293,1237868,0.288346827,0.035644905,0.005056672,0.031115145
